DowntownLA,0,34.041843,-118.244582,126.3587812439007,9KDJNP2gTWJllAmvkzQYNQ,2021-02,34.04181962389232,-118.2445448169177
DowntownLA,1,34.041721,-118.244382,36.631819174373106,zzSgsnYDbW06f2Mezs6Vhw,2019-04,34.04172193843918,-118.2443836705683
DowntownLA,1,34.041833000000004,-118.2442815,36.631819174373106,LF3VMS-gbOHLjthoH74tgA,2022-01,34.0418538970703,-118.2442629445494
DowntownLA,1,34.041945,-118.244181,36.631819174373106,vpNrlreEI6IHTHsj_hRN2Q,2022-01,34.04191266480532,-118.2442106566833
DowntownLA,1,34.042057,-118.2440805,36.631819174373106,MaX5bkWe7BSudue_Uzaeog,2022-01,34.04205165625681,-118.2440868075445
DowntownLA,1,34.042169,-118.24398,36.631819174373106,yBrJSTOyEaJm-dyqfCFYgA,2022-01,34.04219486517066,-118.2439592107156
DowntownLA,1,34.042281,-118.2438795,36.631819174373106,0vAeJd_lr_c8W2vWBMfDmA,2022-01,34.0422669103367,-118.2438950553511
DowntownLA,1,34.042393000000004,-118.243779,36.631819174373106,rRVuVQA-ntP4A_aQUMh6AQ,2022-01,34.04241502806609,-118.2437628184879
DowntownLA,1,34.042505,-118.2436785,36.631819174373106,yg1wDhfBVm0yXz8q_Y7bsQ,2022-01,34.04248852271092,-118.2436966107893
DowntownLA,1,34.042617,-118.243578,36.631819174373106,1Wa8TP-v7NwhRFEJboy4JA,2022-01,34.04263794416256,-118.2435619645956
DowntownLA,1,34.042729,-118.2434775,36.631819174373106,dCMSndL5QP9gXZahc4l7VA,2022-01,34.04271234244753,-118.2434949537599
DowntownLA,1,34.042840999999996,-118.243377,36.631819174373106,Aq3lH1PE3GrkC4dr7osNlQ,2022-01,34.04285985567329,-118.2433620027569
DowntownLA,1,34.042953,-118.2432765,36.631819174373106,W6Oj8PG3wEYcNjaPgNYm2w,2022-01,34.04293437647907,-118.2432948133852
DowntownLA,1,34.043065,-118.243176,36.631819174373106,glqlHNp4NxJ6sSVe38kY_g,2022-01,34.04308246972158,-118.2431614160819
DowntownLA,1,34.043177,-118.2430755,36.631819174373106,awBRbWI5QSSqz4IknLJpxQ,2022-01,34.04315767109155,-118.2430936912575
DowntownLA,1,34.043289,-118.242975,36.631819174373106,DXbI3g640fKetkEmkkN2hA,2022-01,34.04331476801953,-118.2429520847199
DowntownLA,1,34.043400999999996,-118.2428745,36.631819174373106,Uj2PxX-xCSSD1hX2fXJlFg,2022-01,34.04339199985281,-118.2428824860007
DowntownLA,2,34.043513,-118.242774,302.5791318808545,_G83M9Xbpo7FJTAOKjuhXA,2018-02,34.04351331677492,-118.2427749648469
DowntownLA,2,34.04358633333333,-118.2429125,302.5791318808545,tTr8088WCqgRu8up4a1mTA,2022-01,34.04360714659454,-118.2429246021521
DowntownLA,2,34.04365966666666,-118.243051,302.5791318808545,7uZ4Ge15DeQi-VuOdMe6QQ,2022-01,34.04366435050127,-118.2430157050628
DowntownLA,2,34.043732999999996,-118.2431895,302.5791318808545,T0otlPwprjWYzhWnMDpJqA,2022-01,34.04377781808658,-118.2431966615334
DowntownLA,2,34.04380633333333,-118.24332799999999,302.5791318808545,AlkAiEhtVq-JlcpV2e2VEQ,2022-01,34.04383326475273,-118.2432850874315
DowntownLA,2,34.04387966666666,-118.2434665,302.5791318808545,N3JjRFpVI5o7McAAIgtr5A,2022-01,34.04394072239135,-118.2434565853602
DowntownLA,2,34.043953,-118.243605,302.5791318808545,tC7c7NqmZk094Oc7tITBAg,2022-01,34.04399353891352,-118.2435408173706
DowntownLA,2,34.044026333333335,-118.2437435,302.5791318808545,gwnE50IsjFD_NjjexjOXRA,2022-01,34.04406836563407,-118.2436600270095
DowntownLA,2,34.04409966666667,-118.243882,302.5791318808545,5T3eMfbLtuNVQjj8V9dfYA,2022-01,34.04416004691452,-118.2439145964174
DowntownLA,2,34.044173,-118.24402049999999,302.5791318808545,QGT8cVkA456JXKAU6BdkYg,2022-01,34.04425210448537,-118.2440126586296
DowntownLA,2,34.044246333333334,-118.244159,302.5791318808545,2RrfCk87Cui82t5T6OeA7Q,2022-01,34.04428612097404,-118.2441149145255
